mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,sflux_n,posflux_n,negflux_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,sflux_s,posflux_s,negflux_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
5525,1985,2,15,21,0,5,-2.28886,-15.2722,4.94E+22,-1.43E+22,1.75E+22,-3.19E+22,21382,6.87E+20,1.62E+20,68.3215,645.85,0,3.75745,10.8163,8.01E+22,1.48E+22,4.74E+22,-3.26E+22,84280,1.71E+21,1.69E+20,79.5172,572.521,0
5526,1985,2,16,17,15,58,-1.41871,-3.7011,4.46E+22,-5.28E+20,2.20E+22,-2.26E+22,21708,7.27E+20,2.37E+20,44.1206,519.852,0,3.62269,12.1633,7.22E+22,2.82E+22,5.02E+22,-2.20E+22,85532,1.83E+21,2.30E+20,94.144,497.313,0
5527,1985,2,17,16,19,21,-3.14739,-30.386,1.64E+23,-3.32E+22,6.56E+22,-9.88E+22,23714,9.09E+20,1.33E+21,36.9092,5564.94,0,2.04664,6.32294,1.54E+23,1.16E+22,8.26E+22,-7.11E+22,86899,1.89E+21,6.23E+20,114.322,6455.89,0
5530,1985,2,20,16,28,46,-0.811538,-3.24338,5.82E+22,-2.18E+21,2.80E+22,-3.02E+22,21766,7.81E+20,3.95E+20,48.33,888.479,0,1.44264,4.40994,8.54E+22,1.03E+21,4.32E+22,-4.22E+22,85605,1.77E+21,3.84E+20,57.0385,1480.64,0
5533,1985,2,23,15,30,10,-1.03047,-11.2285,1.70E+23,-1.86E+22,7.55E+22,-9.41E+22,22869,8.89E+20,1.69E+21,46.6123,7092.82,0,3.62893,13.0362,1.79E+23,3.26E+22,1.06E+23,-7.30E+22,87290,1.89E+21,9.59E+20,116.827,9683.01,0
5534,1985,2,24,15,52,59,-0.567639,-3.85756,5.05E+22,-5.44E+21,2.25E+22,-2.80E+22,21243,7.59E+20,1.87E+20,42.3284,625.169,0,3.83343,13.4726,6.79E+22,3.03E+22,4.91E+22,-1.88E+22,85673,1.77E+21,8.49E+19,77.9304,603.297,0
5535,1985,2,25,16,18,39,-3.78349,-26.5398,1.14E+23,-3.10E+22,4.16E+22,-7.27E+22,22002,8.56E+20,1.60E+21,51.893,4240.27,0,2.74371,9.39379,1.16E+23,2.12E+22,6.86E+22,-4.74E+22,86637,1.87E+21,7.02E+20,113.645,6022.28,0
5536,1985,2,26,14,58,4,-3.998,-28.6166,1.61E+23,-2.86E+22,6.60E+22,-9.46E+22,23187,8.98E+20,6.27E+20,45.485,6363.44,0,2.41237,9.07139,1.94E+23,2.17E+22,1.08E+23,-8.60E+22,87612,1.91E+21,8.53E+20,121.522,11246.6,0
5538,1985,2,28,15,5,13,-3.57806,-11.703,1.52E+23,-1.20E+22,7.01E+22,-8.21E+22,24118,8.96E+20,5.01E+20,44.1671,6587.4,0,2.70013,7.67681,1.96E+23,1.93E+22,1.08E+23,-8.85E+22,88989,1.91E+21,9.98E+20,100.484,7961.65,0
5539,1985,3,1,15,51,22,-3.30897,-24.893,8.03E+22,-3.51E+22,2.26E+22,-5.77E+22,21292,7.91E+20,8.91E+20,50.1327,3764.5,0,3.28905,11.9574,8.37E+22,3.07E+22,5.72E+22,-2.65E+22,86637,1.85E+21,3.96E+20,81.4753,3786.27,0
5542,1985,3,4,15,0,12,-0.787683,0.603618,1.39E+23,7.30E+21,7.30E+22,-6.57E+22,21943,8.75E+20,5.60E+20,35.6384,5616.48,0,3.44859,11.7175,1.70E+23,2.90E+22,9.95E+22,-7.04E+22,86775,1.90E+21,6.97E+20,83.6572,5517.39,0
5543,1985,3,5,14,55,49,-0.889531,-13.2365,1.97E+23,-1.03E+22,9.31E+22,-1.03E+23,23106,8.94E+20,8.07E+20,52.7836,10538.9,0,3.54426,17.1782,2.37E+23,5.01E+22,1.43E+23,-9.33E+22,88053,1.92E+21,6.60E+20,169.245,7140.12,0
5547,1985,3,9,15,40,22,-1.9258,-6.89953,5.06E+22,3.17E+19,2.53E+22,-2.53E+22,22144,8.59E+20,2.34E+20,42.621,864.454,0,3.54655,10.7474,6.91E+22,1.67E+22,4.29E+22,-2.62E+22,83059,1.55E+21,1.65E+20,84.4415,794.958,0
5551,1985,3,13,15,7,29,-0.730125,-3.43194,4.57E+22,-2.70E+21,2.15E+22,-2.42E+22,21540,8.14E+20,6.21E+19,46.2991,541.994,0,3.70828,11.6406,6.12E+22,1.89E+22,4.01E+22,-2.11E+22,86606,1.88E+21,3.92E+19,118.893,382.399,0
5554,1985,3,16,15,13,44,-0.802568,-0.65835,4.04E+22,-1.25E+21,1.96E+22,-2.08E+22,21248,7.70E+20,1.81E+20,35.832,474.13,0,3.76458,12.727,6.80E+22,2.71E+22,4.76E+22,-2.04E+22,85906,1.87E+21,8.44E+19,121.771,680.072,0
5556,1985,3,18,15,4,33,-0.120684,8.24429,1.61E+23,2.16E+22,9.12E+22,-6.96E+22,22969,9.03E+20,1.13E+21,49.6189,10624.4,0,3.17888,10.948,1.55E+23,2.86E+22,9.19E+22,-6.33E+22,86559,1.90E+21,6.88E+20,130.803,7024.73,0
5558,1985,3,20,14,51,16,-1.56375,-9.99869,4.62E+22,-1.12E+22,1.75E+22,-2.87E+22,20773,7.04E+20,1.93E+20,61.431,886.339,0,2.99054,8.36116,7.20E+22,9.74E+21,4.09E+22,-3.11E+22,84570,1.80E+21,2.24E+20,147.708,654.643,0
5559,1985,3,21,14,9,0,1.26719,24.7027,2.23E+23,5.72E+22,1.40E+23,-8.27E+22,24418,9.11E+20,9.24E+20,56.1089,9947.56,0,3.65106,36.001,2.50E+23,9.70E+22,1.74E+23,-7.66E+22,86775,1.90E+21,1.02E+21,106.419,11069.7,0
5560,1985,3,22,14,16,28,0.170833,1.93618,6.96E+22,1.73E+21,3.57E+22,-3.39E+22,22732,8.86E+20,1.43E+20,51.681,1196.91,0,3.33362,11.3795,9.86E+22,2.34E+22,6.10E+22,-3.76E+22,85174,1.89E+21,1.75E+20,125.868,1334.93,0
5561,1985,3,23,14,30,42,0.578704,7.7057,6.29E+22,1.17E+22,3.73E+22,-2.56E+22,22421,8.52E+20,2.62E+20,49.0984,760.801,0,3.08341,10.2707,9.03E+22,2.06E+22,5.55E+22,-3.49E+22,85453,1.89E+21,1.19E+20,111.964,836.564,0
5562,1985,3,24,14,59,7,-1.57171,-2.17458,3.28E+22,-2.40E+20,1.63E+22,-1.65E+22,21195,6.95E+20,8.56E+19,47.9696,393.136,0,2.49533,7.58743,4.99E+22,1.17E+22,3.08E+22,-1.91E+22,84477,1.85E+21,3.20E+19,114.448,388.244,0
5563,1985,3,25,14,50,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.50652,8.03051,4.15E+22,1.21E+22,2.68E+22,-1.47E+22,82550,1.62E+21,1.15E+19,106.711,247.727,0
5564,1985,3,26,18,29,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3.79923,10.6912,2.13E+22,1.13E+22,1.63E+22,-5.02E+21,69390,1.06E+21,4.51E+18,109.903,235.925,0
5565,1985,3,27,15,7,57,-3.05315,-13.9994,3.74E+22,-9.24E+21,1.41E+22,-2.33E+22,20724,6.40E+20,9.35E+19,44.1172,458.488,0,5.06195,16.6891,6.83E+22,3.01E+22,4.92E+22,-1.91E+22,81837,1.67E+21,6.58E+19,91.2592,580.178,0
5568,1985,3,30,15,34,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.17701,7.41951,3.78E+22,1.24E+22,2.51E+22,-1.27E+22,80737,1.59E+21,2.69E+19,71.7888,273.652,0
5569,1985,3,31,16,34,14,-4.18591,-21.177,3.13E+22,-1.50E+22,8.17E+21,-2.31E+22,21462,6.69E+20,9.37E+19,38.988,283.342,0,2.32743,7.25261,4.46E+22,1.18E+22,2.82E+22,-1.64E+22,80943,1.72E+21,7.31E+19,90.8514,338.583,0
5570,1985,4,1,14,10,47,-0.0530381,-26.3961,1.98E+23,-5.19E+22,7.30E+22,-1.25E+23,23731,8.95E+20,2.37E+21,56.0976,10762.5,0,2.87978,12.2622,1.75E+23,3.78E+22,1.07E+23,-6.88E+22,82044,1.86E+21,5.34E+20,91.9503,5648.6,0
5571,1985,4,2,14,3,47,0.956324,90.059,1.58E+23,5.74E+22,1.08E+23,-5.02E+22,26575,9.49E+20,7.17E+20,42.4772,9133.82,0,3.48301,25.3346,1.77E+23,6.03E+22,1.19E+23,-5.84E+22,83414,1.86E+21,6.15E+20,142.928,7093.47,0
5573,1985,4,4,15,16,36,-2.91683,-12.3385,3.16E+22,-6.46E+21,1.26E+22,-1.90E+22,22553,7.16E+20,8.76E+19,44.8247,437.849,0,1.76005,4.60873,4.88E+22,4.21E+21,2.65E+22,-2.23E+22,78593,1.61E+21,7.35E+19,125.402,430.64,0
5574,1985,4,5,16,9,23,-2.9768,-13.5238,3.67E+22,-9.24E+21,1.38E+22,-2.30E+22,23097,7.57E+20,1.08E+20,46.2485,469.659,0,2.62183,8.6373,4.96E+22,1.49E+22,3.23E+22,-1.73E+22,79640,1.77E+21,3.40E+19,98.4175,390.235,0
5575,1985,4,6,14,54,40,-3.6072,-16.577,3.28E+22,-1.12E+22,1.08E+22,-2.20E+22,22667,7.03E+20,7.78E+19,35.8778,395.214,0,2.34043,7.32056,4.35E+22,1.08E+22,2.72E+22,-1.63E+22,79169,1.74E+21,2.03E+19,109.129,345.431,0
5576,1985,4,7,14,3,0,-1.23624,35.5483,1.60E+23,5.13E+22,1.06E+23,-5.42E+22,27215,9.71E+20,6.68E+20,41.3081,8895.2,0,2.87659,13.9571,1.76E+23,4.25E+22,1.09E+23,-6.67E+22,81510,1.84E+21,5.40E+20,143.693,5914.53,0
5577,1985,4,8,16,2,38,-1.88273,-7.14747,2.86E+22,-3.15E+21,1.27E+22,-1.59E+22,23303,7.30E+20,8.44E+19,41.7138,494.687,0,3.02987,9.97362,4.61E+22,1.67E+22,3.14E+22,-1.47E+22,78599,1.77E+21,2.51E+19,75.3252,357.481,0
5578,1985,4,9,14,0,8,0.401906,3.6049,2.99E+22,4.40E+21,1.72E+22,-1.28E+22,23795,7.62E+20,7.19E+19,35.8629,406.338,0,3.25269,10.596,4.71E+22,1.79E+22,3.25E+22,-1.46E+22,78411,1.76E+21,2.30E+19,93.484,419.768,0
5579,1985,4,10,15,34,10,-1.23529,-4.84798,2.45E+22,-2.89E+21,1.08E+22,-1.37E+22,22552,6.51E+20,5.44E+19,40.1493,282.212,0,2.93883,9.6791,3.99E+22,1.57E+22,2.78E+22,-1.21E+22,76063,1.56E+21,1.63E+19,97.2227,313.344,0
5580,1985,4,11,15,51,26,-3.06007,-12.3043,3.47E+22,-7.70E+21,1.35E+22,-2.12E+22,23528,7.16E+20,5.95E+19,52.5812,399.724,0,2.81018,8.71455,4.63E+22,1.24E+22,2.93E+22,-1.69E+22,76621,1.68E+21,6.91E+19,111.191,432.896,0
5581,1985,4,12,15,18,47,-2.42886,-9.03693,2.61E+22,-3.44E+21,1.13E+22,-1.48E+22,23859,7.26E+20,7.65E+19,31.4653,319.199,0,2.23957,7.54746,4.78E+22,1.18E+22,2.98E+22,-1.80E+22,76519,1.71E+21,2.55E+19,119.391,390.265,0
5582,1985,4,13,14,57,9,-2.37522,-7.57303,3.19E+22,-3.46E+21,1.42E+22,-1.77E+22,24026,7.25E+20,6.81E+19,49.5275,406.788,0,2.65268,9.34765,4.49E+22,1.55E+22,3.02E+22,-1.47E+22,76165,1.70E+21,2.11E+19,101.683,377.407,0
5583,1985,4,14,16,13,30,-2.04323,-7.93663,2.02E+22,-3.56E+21,8.35E+21,-1.19E+22,22680,6.24E+20,4.42E+19,34.4556,267.03,0,2.81451,8.70199,3.81E+22,1.17E+22,2.49E+22,-1.32E+22,73555,1.48E+21,4.03E+19,139.065,377.923,0
5584,1985,4,15,14,7,4,-0.422581,1.28903,5.57E+22,7.67E+21,3.17E+22,-2.40E+22,26685,9.80E+20,1.22E+20,33.9696,833.434,0,3.62579,12.997,7.37E+22,2.88E+22,5.13E+22,-2.24E+22,76090,1.80E+21,1.02E+20,111.89,762.757,0
5585,1985,4,16,15,23,9,-1.5543,-5.11709,2.74E+22,-1.85E+21,1.28E+22,-1.46E+22,24856,7.44E+20,6.63E+19,36.8133,423.355,0,3.23299,10.5454,4.63E+22,1.58E+22,3.10E+22,-1.52E+22,73976,1.60E+21,7.54E+19,112.636,370.225,0
5586,1985,4,17,14,55,51,0.816848,6.72843,3.88E+22,5.46E+21,2.21E+22,-1.67E+22,24610,7.20E+20,6.51E+19,55.9649,593.202,0,3.61348,13.0292,5.53E+22,2.23E+22,3.88E+22,-1.65E+22,72833,1.54E+21,6.71E+19,95.8469,421.044,0
5587,1985,4,18,17,35,48,-4.30271,-17.4051,1.24E+22,-6.94E+21,2.71E+21,-9.65E+21,17795,4.00E+20,1.84E+19,30.5833,178.294,0,1.74622,4.32716,2.90E+22,3.26E+21,1.61E+22,-1.29E+22,65227,1.14E+21,2.01E+19,90.6741,212.246,0
5588,1985,4,19,15,17,56,-2.69745,-12.315,3.20E+22,-8.59E+21,1.17E+22,-2.03E+22,25824,7.87E+20,7.33E+19,36.7587,440.401,0,1.21462,3.17025,4.52E+22,1.74E+21,2.35E+22,-2.17E+22,72277,1.58E+21,8.66E+19,90.2795,434.981,0
5589,1985,4,20,14,43,25,-2.58168,-11.8994,5.52E+22,-1.22E+22,2.15E+22,-3.37E+22,27107,9.13E+20,2.75E+20,47.6081,645.445,0,2.76049,9.14468,6.09E+22,1.58E+22,3.84E+22,-2.25E+22,73679,1.77E+21,9.37E+19,121.791,440.067,0
5598,1985,4,29,16,56,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.32321,7.33804,2.06E+22,7.99E+21,1.43E+22,-6.32E+21,61657,1.15E+21,1.92E+19,84.0828,225.906,0
5599,1985,4,30,15,7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.89691,9.47465,2.48E+22,1.20E+22,1.84E+22,-6.37E+21,64157,1.28E+21,7.85E+18,110.218,307.62,0
5600,1985,5,1,13,37,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.32764,7.83556,2.83E+22,1.01E+22,1.92E+22,-9.10E+21,64841,1.34E+21,1.01E+19,152.358,350.198,0
5601,1985,5,2,13,55,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.72831,5.7477,2.40E+22,6.81E+21,1.54E+22,-8.59E+21,62042,1.21E+21,6.65E+18,133.625,315.599,0
5602,1985,5,3,15,25,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.03701,6.22612,1.89E+22,6.03E+21,1.25E+22,-6.45E+21,58377,1.06E+21,4.75E+18,129.029,271.461,0
5603,1985,5,4,14,40,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.46087,7.76868,2.08E+22,7.77E+21,1.43E+22,-6.54E+21,59025,1.10E+21,6.48E+18,96.1062,252.833,0
5604,1985,5,5,17,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
5605,1985,5,6,14,50,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.05358,3.24512,2.55E+22,2.39E+21,1.40E+22,-1.16E+22,60276,1.21E+21,7.57E+18,104.795,271.159,0
5607,1985,5,8,15,18,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.90911,6.82299,1.79E+22,6.60E+21,1.23E+22,-5.66E+21,55276,1.02E+21,1.72E+19,96.0027,252.701,0
5608,1985,5,9,15,49,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.47949,8.1873,2.23E+22,8.79E+21,1.56E+22,-6.76E+21,58066,1.15E+21,6.93E+18,76.279,234.258,0
5609,1985,5,10,17,25,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
5610,1985,5,11,14,13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.09577,6.21026,2.51E+22,5.35E+21,1.52E+22,-9.85E+21,56726,1.13E+21,2.02E+19,114.481,343.969,0
5611,1985,5,12,15,45,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.72944,9.24184,2.39E+22,1.06E+22,1.72E+22,-6.67E+21,57395,1.20E+21,1.18E+19,45.5229,186.305,0
5612,1985,5,13,13,47,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.40453,8.11767,2.83E+22,8.20E+21,1.82E+22,-1.00E+22,56189,1.16E+21,1.45E+19,105.153,299.532,0
5613,1985,5,14,15,36,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.36554,8.04616,2.28E+22,8.12E+21,1.55E+22,-7.34E+21,55050,1.12E+21,2.88E+19,61.3802,181.403,0
5614,1985,5,15,13,28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.64885,5.35685,2.69E+22,5.16E+21,1.61E+22,-1.09E+22,54547,1.11E+21,1.93E+19,109.585,287.968,0
5616,1985,5,17,16,7,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.57574,5.84401,1.87E+22,5.47E+21,1.21E+22,-6.63E+21,52052,1.04E+21,1.49E+19,62.3855,201.508,0
5617,1985,5,18,14,29,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.17427,7.79117,1.93E+22,7.36E+21,1.33E+22,-5.97E+21,51131,1.01E+21,5.91E+18,96.2979,256.602,0
5618,1985,5,19,16,23,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.71976,9.46656,2.01E+22,9.53E+21,1.48E+22,-5.30E+21,51389,1.04E+21,6.25E+18,74.0049,178.774,0
5619,1985,5,20,13,27,16,-2.3552,-9.46103,2.15E+22,-7.92E+21,6.81E+21,-1.47E+22,34053,8.01E+20,8.92E+18,33.2914,188.698,0,1.56261,4.96871,2.61E+22,4.26E+21,1.52E+22,-1.09E+22,53430,1.17E+21,8.63E+18,90.8618,280.059,0
5620,1985,5,21,13,30,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.52214,9.35311,2.40E+22,1.01E+22,1.71E+22,-6.92E+21,51861,1.11E+21,8.08E+18,79.4181,240.557,0
5621,1985,5,22,14,18,21,-1.5768,-5.44613,1.69E+22,-3.78E+21,6.57E+21,-1.03E+22,33043,7.30E+20,1.63E+19,33.4568,164.642,0,1.98837,5.94469,2.38E+22,4.80E+21,1.43E+22,-9.49E+21,48812,9.90E+20,2.31E+19,92.9584,290.966,0
5622,1985,5,23,13,22,38,-2.23883,-7.46176,2.60E+22,-6.32E+21,9.82E+21,-1.61E+22,36388,8.78E+20,3.57E+19,41.5748,275.621,0,1.39806,3.93491,2.80E+22,2.50E+21,1.53E+22,-1.28E+22,52064,1.18E+21,1.00E+19,105.889,327.514,0
5623,1985,5,24,15,53,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.37742,8.06608,2.03E+22,7.08E+21,1.37E+22,-6.61E+21,48067,9.75E+20,6.00E+18,70.9426,229.646,0
5624,1985,5,25,14,27,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
5625,1985,5,26,16,25,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.68568,9.42685,1.88E+22,8.58E+21,1.37E+22,-5.10E+21,46424,9.45E+20,5.36E+18,75.2971,185.267,0
5626,1985,5,27,13,45,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.80209,6.01024,2.05E+22,4.78E+21,1.26E+22,-7.85E+21,46862,9.74E+20,6.06E+18,110.034,258.963,0
5627,1985,5,28,13,33,44,-2.48521,-8.90965,2.01E+22,-7.53E+21,6.27E+21,-1.38E+22,36539,8.09E+20,1.78E+19,32.1119,227.385,0,1.94138,6.61177,2.42E+22,5.43E+21,1.48E+22,-9.39E+21,47393,1.03E+21,9.25E+18,92.7699,323.061,0
5631,1985,6,1,14,41,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1.77202,6.23504,1.92E+22,5.34E+21,1.23E+22,-6.92E+21,44657,9.67E+20,5.33E+18,49.5876,165.552,0
5632,1985,6,2,13,19,41,-1.39842,-4.15371,2.64E+22,-2.56E+21,1.19E+22,-1.45E+22,40277,9.08E+20,1.45E+19,53.2893,336.054,0,1.68877,6.36393,2.32E+22,6.58E+21,1.49E+22,-8.32E+21,45689,1.04E+21,9.33E+18,66.8085,302.108,0
5633,1985,6,3,13,14,59,-2.55839,-8.88982,2.55E+22,-7.98E+21,8.74E+21,-1.67E+22,40108,8.86E+20,2.77E+19,45.9427,251.54,0,1.19463,4.44817,2.19E+22,3.43E+21,1.27E+22,-9.23E+21,44576,9.98E+20,7.27E+18,91.3478,252.909,0
5634,1985,6,4,13,30,31,-2.34132,-8.62314,3.16E+22,-1.00E+22,1.08E+22,-2.08E+22,42764,1.01E+21,5.48E+19,37.5622,265.719,0,2.54175,10.625,2.99E+22,1.24E+22,2.12E+22,-8.73E+21,46631,1.22E+21,1.35E+19,88.3664,264.693,0
5635,1985,6,5,16,13,57,-3.26502,-11.8468,1.92E+22,-1.06E+22,4.34E+21,-1.49E+22,40722,8.79E+20,3.10E+19,24.7382,182.54,0,0.58981,2.96158,1.80E+22,2.30E+21,1.01E+22,-7.83E+21,43178,9.73E+20,7.89E+18,43.9776,148.657,0
5636,1985,6,6,13,29,34,-2.65452,-9.6849,2.42E+22,-9.32E+21,7.43E+21,-1.67E+22,41827,9.27E+20,2.40E+19,38.5795,223.828,0,1.48647,5.73146,2.43E+22,4.85E+21,1.46E+22,-9.70E+21,43278,1.00E+21,8.62E+18,77.8798,265.956,0
5637,1985,6,7,16,43,40,-1.73533,-5.94987,1.93E+22,-5.11E+21,7.09E+21,-1.22E+22,41357,8.84E+20,3.00E+19,27.857,164.229,0,2.24457,8.22684,1.90E+22,7.30E+21,1.31E+22,-5.84E+21,41668,9.37E+20,8.63E+18,63.2394,202.077,0
5638,1985,6,8,15,16,51,-2.22922,-8.41137,3.12E+22,-8.85E+21,1.12E+22,-2.00E+22,42695,9.35E+20,3.77E+19,37.6613,251.893,0,2.56574,10.2824,2.53E+22,1.08E+22,1.80E+22,-7.24E+21,43067,1.05E+21,1.02E+19,102.567,328.481,0
5639,1985,6,9,15,9,19,-2.03094,-7.50634,2.27E+22,-7.31E+21,7.71E+21,-1.50E+22,42896,9.24E+20,3.03E+19,30.4397,185.319,0,0.946602,5.24734,2.04E+22,4.62E+21,1.25E+22,-7.91E+21,41358,9.58E+20,1.07E+19,59.9632,272.344,0
5640,1985,6,10,13,25,11,-2.50067,-8.23354,3.69E+22,-9.79E+21,1.35E+22,-2.33E+22,47018,1.15E+21,6.17E+19,43.9736,413.182,0,1.5359,6.23598,3.27E+22,5.94E+21,1.93E+22,-1.34E+22,44113,1.25E+21,1.62E+19,85.257,307.497,0
5641,1985,6,11,13,17,14,-1.63877,-5.86044,3.46E+22,-6.96E+21,1.38E+22,-2.08E+22,47478,1.17E+21,5.84E+19,33.0968,327.276,0,2.36389,10.9798,3.49E+22,1.40E+22,2.44E+22,-1.04E+22,43717,1.26E+21,1.97E+19,109.657,301.987,0
5642,1985,6,12,13,40,7,-1.8929,-6.40073,3.04E+22,-7.33E+21,1.15E+22,-1.88E+22,46758,1.08E+21,5.01E+19,42.7808,259.986,0,2.56781,10.0089,2.70E+22,9.75E+21,1.84E+22,-8.63E+21,41702,1.08E+21,1.21E+19,80.6644,229.249,0
5643,1985,6,13,13,9,8,-1.20945,-3.89724,3.23E+22,-4.32E+21,1.40E+22,-1.83E+22,48507,1.18E+21,3.10E+19,48.2281,400.705,0,2.99218,11.7449,3.10E+22,1.13E+22,2.12E+22,-9.87E+21,41798,1.14E+21,1.70E+19,82.3272,359.106,0
5644,1985,6,14,16,25,57,-1.42551,-5.21108,2.49E+22,-5.87E+21,9.49E+21,-1.54E+22,47192,1.05E+21,4.88E+19,35.2884,202.67,0,3.45864,14.4155,2.39E+22,1.48E+22,1.93E+22,-4.58E+21,40276,1.03E+21,4.04E+19,62.7745,206.823,0
5645,1985,6,15,15,7,8,-1.51614,-5.30276,2.16E+22,-5.28E+21,8.15E+21,-1.34E+22,46554,9.96E+20,2.63E+19,26.4554,179.362,0,2.17597,8.84057,2.02E+22,7.87E+21,1.40E+22,-6.17E+21,38468,9.24E+20,6.74E+18,80.4327,214.412,0
5646,1985,6,16,14,26,54,-1.0266,-2.96031,2.44E+22,-2.66E+21,1.09E+22,-1.35E+22,47573,1.02E+21,2.11E+19,34.5903,187.01,0,2.60485,10.2535,2.17E+22,8.98E+21,1.54E+22,-6.38E+21,38490,9.37E+20,1.03E+19,60.4082,240.196,0
5647,1985,6,17,15,44,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.06818,23.6838,1.21E+23,3.36E+22,7.73E+22,-4.37E+22,48207,1.31E+21,5.09E+20,80.8008,5892.9,0
5648,1985,6,18,14,48,7,-2.41738,-8.3985,2.42E+22,-9.24E+21,7.45E+21,-1.67E+22,47811,1.00E+21,3.18E+19,28.8549,155.085,0,1.62959,7.85071,1.80E+22,6.77E+21,1.24E+22,-5.63E+21,36455,8.67E+20,1.04E+19,55.6722,250.81,0
5649,1985,6,19,13,26,17,-1.08055,-3.77107,3.32E+22,-4.33E+21,1.44E+22,-1.88E+22,50758,1.16E+21,3.53E+19,95.5184,256.191,0,2.20997,8.82621,2.60E+22,8.39E+21,1.72E+22,-8.80E+21,38738,1.06E+21,1.93E+19,61.2411,268.413,0
5650,1985,6,20,14,41,52,-1.915,-6.76684,2.36E+22,-7.52E+21,8.05E+21,-1.56E+22,49564,1.06E+21,3.73E+19,38.8221,291.387,0,1.46233,5.93981,1.88E+22,5.02E+21,1.19E+22,-6.87E+21,36477,9.09E+20,7.89E+18,72.6373,207.497,0
5651,1985,6,21,15,59,41,-1.64498,-5.70294,2.81E+22,-6.74E+21,1.07E+22,-1.74E+22,51099,1.12E+21,5.59E+19,31.9153,209.803,0,2.4548,11.5898,2.49E+22,1.19E+22,1.84E+22,-6.51E+21,37346,1.00E+21,1.16E+19,52.6593,228.93,0
5655,1985,6,25,13,34,31,-1.13033,-3.66951,3.18E+22,-3.92E+21,1.39E+22,-1.79E+22,54214,1.22E+21,1.61E+19,32.5963,237.287,0,2.41488,11.3343,2.84E+22,1.10E+22,1.97E+22,-8.67E+21,36336,1.07E+21,1.82E+19,67.2085,308.314,0
